evidence_id,evidence_type,product_name,model_name,manufacturer,kc_certification_number,recall_reason,corrective_action,publication_date,source,brand_name,business_type,legal_category,manufacturer_country,raw_source_row
KATS-RECALL-0159,recall,유아용삼륜차,리키트라이크,㈜조이파트너스,CB071r032-9001,낙상 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>유아용삼륜차,국외>아시아지역>중국,159
KATS-RECALL-0160,recall,유아용캐리어,피카라아기띠코튼캐리어,㈜다시스,CB161H001-5001,유해물질 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),PEEKARA,제조,어린이>유아용캐리어,국내>아시아지역>대한민국,160
KATS-RECALL-0161,recall,유아용캐리어,i-rangGOLDLEAFDualmelan,㈜아이알,CB161H011-6001,유해물질 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),i-rang,제조,어린이>유아용캐리어,국내>아시아지역>대한민국,161
KATS-RECALL-0162,recall,유아용캐리어,마이리틀리피넛아기띠&힙시트,아이앤나무,CB161A006-6001,낙상 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,어린이>유아용캐리어,국내>아시아지역>대한민국,162
KATS-RECALL-0163,recall,완구,FamilyJangg-1,명인랜드(주),cb061h295-8001,유해물질 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,어린이>완구,국내>아시아지역>대한민국,163
KATS-RECALL-0164,recall,완구,종이구관인형놀이-신비편,(제품)㈜두드림M&B(인증)㈜한강제이케이시,CB063H150-7003,유해물질 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,어린이>완구,국내>아시아지역>대한민국,164
KATS-RECALL-0165,recall,완구,가죽공방(카드지갑만들기),㈜보아스린,CB063R1848-7004,유해물질 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),보아스린,제조,어린이>완구,국내>아시아지역>대한민국,165
KATS-RECALL-0166,recall,어린이용스포츠보호용품,GLOBBER프로텍티브주니어세트XSRANGEB(541-100),잼버스코리아㈜,CB033R025-8003,열상 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),GLOBBER,수입,어린이>어린이용스포츠보호용품(보호장구및안전모),국외>아시아지역>중국,166
KATS-RECALL-0167,recall,롤러스포츠보호장구,QL-35,런스카이,B241R017-19001,제조불량 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),런스카이,수입,생활용품>롤러스포츠보호장구>롤러스포츠보호장구,국내>아시아지역>대한민국,167
KATS-RECALL-0168,recall,고령자용보행차,WKY971,㈜엔도젠,B201R011-8001A(온라인표기),제조불량 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>고령자용보조차>고령자용보조차,국내>아시아지역>대한민국,168
KATS-RECALL-0169,recall,고령자용보행차,WKY971,㈜엔도젠,B201R011-8001A(온라인표기),제조불량 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>고령자용보조차>고령자용보행차,국내>아시아지역>대한민국,169
KATS-RECALL-0170,recall,일반조명기구,HSC-T512,(주)한승,JU11257-17006,제조불량 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,조명기기>일반조명기구>LED등기구,국외>아시아지역>중국,170
KATS-RECALL-0171,recall,일반조명기구,QMA-R0060,㈜아이티스퀘어,JD11203-19017,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,171
KATS-RECALL-0172,recall,일반조명기구,BS-LR15WS,㈜비스코엘이디조명,JH11556-14006,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,172
KATS-RECALL-0173,recall,완구,쁘띠야구체관절인형,(주)쁘띠마몽,CB063R3420-9001,유해물질 | 명령에따른리콜,교환수거,2020-06-22,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),쁘띠야,제조,어린이>완구,국내>아시아지역>대한민국,173
KATS-RECALL-0174,recall,일반조명기구,SGSENLED10W,SG싸인텍(주),JD11073-13001,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,174
KATS-RECALL-0175,recall,전열기구,IN-ECO5H,홍진테크(주),HU071878-18003,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,전기기기>전열기구>전기스토브,국내>아시아지역>대한민국,175
KATS-RECALL-0176,recall,주방용전열기구,KAO-H012,(주)유니맥스이엔엘,HU071819-16002B,화재및화상 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),(주)유니맥스이엔엘,수입,전기기기>주방용전열기구>전기오븐기기,국외>아시아지역>중국,176
KATS-RECALL-0177,recall,주방용전열기구,TO-10ETQ,㈜PRG코리아,SU072053-17001,화재및화상 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),라파볼라,수입,전기기기>주방용전열기구>전기오븐기기,국내>아시아지역>대한민국,177
KATS-RECALL-0178,recall,주방용전열기구,DOMO901OBW,에어로코리아주식회사,JU071028-12001B,화재및화상 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),도모일렉트로,수입,전기기기>주방용전열기구>전기오븐기기,국외>아시아지역>중국,178
KATS-RECALL-0179,recall,주방용전열기구,RSR-1(W),㈜이푸른인터내셔널,SU071007-17002,화재및화상 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),레꼴뜨,수입,전기기기>주방용전열기구>전기오븐기기,국외>아시아지역>중국,179
KATS-RECALL-0180,recall,주방용전열기구,BS-1265-OT,㈜아이엔에스엔터프라이즈,HU071417-12001,화재및화상 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,전기기기>주방용전열기구>전기오븐기기,국외>아시아지역>중국,180
KATS-RECALL-0181,recall,안정기및램프제어장치,LC1230W,SG싸인텍(주),JD11073-11001A,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),ecosign,제조,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),국내>아시아지역>대한민국,181
KATS-RECALL-0182,recall,안정기및램프제어장치,JS-NLDW15CV,(주)레드일렉트릭,SU11513-19001,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),국내>아시아지역>대한민국,182
KATS-RECALL-0183,recall,안정기및램프제어장치,L1009-S15WSIC,(주)엘이디헤븐,JH11597-17001B,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),국내>아시아지역>대한민국,183
KATS-RECALL-0184,recall,직류전원장치,SPUL-H31,(주)서프라이즈월드,HU101064-19001,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,정보통신사무기기>직류전원장치>직류전원장치,국내>아시아지역>대한민국,184
KATS-RECALL-0185,recall,직류전원장치,CS6D050100FKF,(주)케이엘테크,HU10676-12001A,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,정보통신사무기기>직류전원장치>직류전원장치,국내>아시아지역>대한민국,185
KATS-RECALL-0186,recall,직류전원장치,FT0501000,(주)모모스,HU10838-19002,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),모모스,수입,정보통신사무기기>직류전원장치>직류전원장치,국외>아시아지역>중국,186
KATS-RECALL-0187,recall,교류전원을사용하는전동기기,JBM-M81010BG,㈜이엠케이트레이딩코퍼레이션,HU071798-18005,화재및화상 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),제니퍼룸,수입,전기기기>교류전원을사용하는주방용전동기기>후드믹서,국내>아시아지역>대한민국,187
KATS-RECALL-0188,recall,이륜자전거,PITCH,스페셜라이즈드코리아(유),B401R011-17004,열상 | 명령에따른리콜,환불,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>헬스기구>벤치프레스,국내>아시아지역>대한민국,188
KATS-RECALL-0189,recall,이륜자전거,PITCH,스페셜라이즈드코리아(유),B401R011-17004,열상 | 명령에따른리콜,환불,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>이륜자전거>산악용자전거,국내>아시아지역>대한민국,189
KATS-RECALL-0190,recall,안정기및램프제어장치,ISC20,다이조아,,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),국내>아시아지역>대한민국,190
KATS-RECALL-0191,recall,안정기및램프제어장치,SO222024,㈜루체테,,감전 | 명령에따른리콜,교환수거,2020-04-29,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),국내>아시아지역>대한민국,191
KATS-RECALL-0192,recall,실내용바닥재,욕실미끄럼방지매트,제이킨,B671R012-19001,유해물질 | 명령에따른리콜,교환수거,2020-05-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,건축>실내용바닥재>PVC바닥재-비닐장판-비온돌용,국내>아시아지역>대한민국,192
KATS-RECALL-0193,recall,실내용바닥재,욕실미끄럼방지매트,제이킨,B671R012-19001,유해물질 | 명령에따른리콜,교환수거,2020-05-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,건축>실내용바닥재>실내용바닥재,국내>아시아지역>대한민국,193
KATS-RECALL-0194,recall,안정기및램프제어장치,QK-LED8W,라루체,JU11326-16003A,감전 | 명령에따른리콜,교환수거,2020-05-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),국내>아시아지역>대한민국,194
KATS-RECALL-0195,recall,안정기및램프제어장치,FRC-PS350-12-NWP,씨티오,,감전 | 명령에따른리콜,교환수거,2020-05-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),씨티오,수입,조명기기>안정기및램프제어장치>조명기구용컨버터(LED전원공급장치포함),국외>아시아지역>중국,195
KATS-RECALL-0196,recall,직류전원장치,GY-240500K,씨티오,JU10106-17001A,감전 | 명령에따른리콜,교환수거,2020-05-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),씨티요,수입,정보통신사무기기>직류전원장치>직류전원장치,국외>아시아지역>중국,196
KATS-RECALL-0197,recall,일반조명기구,WH-RGD-15W(2700K),(주)성은테크,JU11239-16003,감전 | 명령에따른리콜,교환수거,2020-05-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,조명기기>일반조명기구>LED등기구,국내>아시아지역>대한민국,197
KATS-RECALL-0198,recall,가구(씽크대),EO8000EO/DBREO8000EO/WHEO8000J/DGrayEO8000J/PWHEO9000P/WIIK5N/CHNocheIK7BO/GreenIK7BO/WhiteIK9IN/WhiteIK9IN/NocheIK7UR/BordoIK9IN/Bordo,(주)한샘,,제조불량 | 자발적리콜,교환수리,2020-04-28,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),한샘유로/IK,제조,생활>가구(높이762mm이상의가정용서랍장및사무용파일링캐비닛제외)>씽크대,국내>아시아지역>대한민국,198
KATS-RECALL-0199,recall,미니쇼핑카트,쇼핑카트,구니카주식회사,CB061S010-7004,제조불량 | 자발적리콜,교환제조유통금지,2020-05-07,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),스텝2,수입,어린이>쇼핑카트부속품,국내>아시아지역>대한민국,199
KATS-RECALL-0200,recall,방한대(아동용섬유제품),자연지기어린이(학생)용입체형마스크,㈜더로프,비대상,유해물질 | 명령에따른리콜,교환수거,2020-03-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),자연지기,제조,어린이>아동용섬유제품,국내>아시아지역>대한민국,200
KATS-RECALL-0201,recall,방한대(아동용섬유제품),위드유데일리오가닉마스크,아올로,비대상,유해물질 | 명령에따른리콜,교환수거,2020-03-25,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),위드유,제조,어린이>아동용섬유제품,국내>아시아지역>대한민국,201
KATS-RECALL-0202,recall,StokkeiZIGoX1byBesafe,StokkeiZIGoX1byBesafe,스토케코리아유한회사,A171R032-2002,기타 | 자발적리콜,교환,2020-03-27,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),스토케코리아,수입,어린이>자동차용어린이보호장치,국내>아시아지역>대한민국,202
KATS-RECALL-0203,recall,아동용섬유제품(가방류),KTB-SA01P00,거화아이엔씨(주),비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),헬로키티,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,203
KATS-RECALL-0204,recall,아동용섬유제품(가방류),아동백팩-S,㈜베쏭쥬쥬,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),베쏭쥬쥬,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,204
KATS-RECALL-0205,recall,아동용섬유제품(가방류),키몬스쿨백,블레싱포유(주),비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),블레싱포유,제조,어린이>아동용섬유제품,국내>아시아지역>대한민국,205
KATS-RECALL-0206,recall,아동용섬유제품(가방류),SJG-PL128,(주)피앤디,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),시크릿쥬쥬,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,206
KATS-RECALL-0207,recall,아동용섬유제품(가방류),SOBP-213NG,(주)에스에스플래닛,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),조이락,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,207
KATS-RECALL-0208,recall,아동용섬유제품(가방류),PG-501,㈜포커스글로벌,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),포커스글로벌,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,208
KATS-RECALL-0209,recall,아동용섬유제품(가방류),Q01DG2091-G6-F,(주)유니프린,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),프렌치캣,제조,어린이>아동용섬유제품,국내>아시아지역>대한민국,209
KATS-RECALL-0210,recall,아동용섬유제품(가방류),VC20AL01ST_PK,보니앤코,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),보니앤코,제조,어린이>아동용섬유제품,국내>아시아지역>대한민국,210
KATS-RECALL-0211,recall,아동용섬유제품(가방류),밸런스트렌디(001),(주)쁘띠엘린,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>아동용섬유제품,국외>아시아지역>중국,211
KATS-RECALL-0212,recall,아동용섬유제품(가방류),V19B17-GY-F,VICFCo.Ltd.,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),HOPPINGBAG,제조,어린이>아동용섬유제품,국내>아시아지역>대한민국,212
KATS-RECALL-0213,recall,아동용섬유제품(가방류),W180B-9201A-19,J.C물산,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,213
KATS-RECALL-0214,recall,아동용섬유제품(신발류),EVA로얄만능화,케이티무역(주),비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),로얄,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,214
KATS-RECALL-0215,recall,아동용섬유제품(신발류),11-88코코만능화,호호코리아,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,215
KATS-RECALL-0216,recall,아동용섬유제품(신발류),피터젠슨EVA키즈실내화BLUES(180),주식회사파스텔세상,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,216
KATS-RECALL-0217,recall,아동용섬유제품(신발류),BBKCA1TSAM11PNK,메이드파파,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),토박스(베이비브레스),제조,어린이>아동용섬유제품,국내>아시아지역>대한민국,217
KATS-RECALL-0218,recall,아동용섬유제품(신발류),JOYRIBBONSNEAKERS,에스투이인터내셔널,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,218
KATS-RECALL-0219,recall,학용품(악기류),실버스타실로폰,명창악기,CB111K003-5001,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,어린이>학용품,,219
KATS-RECALL-0220,recall,학용품(악기류),영아트실로폰남아용,㈜엘리스뮤직,CB111H016-5005,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,어린이>학용품,국내>아시아지역>대한민국,220
KATS-RECALL-0221,recall,학용품(악기류),교재용실로폰25K,인효교재악기(주),CB111J001-6005,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,어린이>학용품,국내>아시아지역>대한민국,221
KATS-RECALL-0222,recall,학용품(필통),BT21투웨이지퍼필통,㈜스튜디오8,CB113R333-9001,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>학용품,국내>아시아지역>대한민국,222
KATS-RECALL-0223,recall,학용품(필통),피너츠형압봉제필통,㈜예현,CB115R0133-9001,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),피너츠,수입,어린이>학용품,국내>아시아지역>대한민국,223
KATS-RECALL-0224,recall,학용품(필통),세사미스트리트PU필통(1021493),(주)진우코리아,CB115R0011-7001,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>학용품,국외>아시아지역>중국,224
KATS-RECALL-0225,recall,기타어린이제품(줄넘기),몰랑점핑줄넘기,POPCORNF&T,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),몰랑,수입,기타어린이제품>,국내>아시아지역>대한민국,225
KATS-RECALL-0226,recall,아동용섬유제품(중의류),FSNWCOJ911M,㈜리틀스텔라,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>아동용섬유제품,국내>아시아지역>대한민국,226
KATS-RECALL-0227,recall,어린이용가죽제품(중의류),Q95DAP120BK레자9부PT,(주)퍼스트어패럴,비대상,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>어린이용가죽제품,국내>아시아지역>대한민국,227
KATS-RECALL-0228,recall,유아용섬유제품(외의류),Y070BCAF007,베베니즈,CB014R898-8001,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>유아용섬유제품,국내>아시아지역>대한민국,228
KATS-RECALL-0229,recall,학용품(마킹펜류),유치원생일선물용12색도장싸인펜,주영상사,CB115R0075-8001,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>학용품,국내>아시아지역>대한민국,229
KATS-RECALL-0230,recall,학용품(연필류),쥬크박스퍼펙트문구세트(연필),주식회사대성상사,CB111R313-7003A,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>학용품,국내>아시아지역>대한민국,230
KATS-RECALL-0231,recall,학용품(연필류),미소로지퍼케이스문구세트(연필),노바무역,CB113R237-9016,유해물질 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,어린이>학용품,국내>아시아지역>대한민국,231
KATS-RECALL-0232,recall,전동킥보드,XTRACKTHUNDER,(주)에이유테크,B321R013-17005A,제조불량 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),XTRACK,수입,생활용품>스키용구>스키(알파인용)-그룹2(1400mm이상1700mm미만),국내>아시아지역>대한민국,232
KATS-RECALL-0233,recall,전동킥보드,XTRACKTHUNDER,(주)에이유테크,B321R013-17005A,제조불량 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),XTRACK,수입,생활용품>전동보드>전동킥보드,국내>아시아지역>대한민국,233
KATS-RECALL-0234,recall,휴대용레이저용품,LP380,(주)라이트닝굿,B466R037-2001,기타 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>승차용안전모>승차용안전모,국내>아시아지역>대한민국,234
KATS-RECALL-0235,recall,휴대용레이저용품,LP380,(주)라이트닝굿,B466R037-2001,기타 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>휴대용레이저용품>휴대용레이저용품,국내>아시아지역>대한민국,235
KATS-RECALL-0236,recall,전동킥보드,FREEGOFQ,(주)이지케이,B321R049-18001,기타 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),FreegoDirect,수입,생활용품>스키용구>스키(알파인용)-그룹2(1400mm이상1700mm미만),국내>아시아지역>대한민국,236
KATS-RECALL-0237,recall,전동킥보드,FREEGOFQ,(주)이지케이,B321R049-18001,기타 | 명령에따른리콜,교환수거,2020-02-19,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),FreegoDirect,수입,생활용품>전동보드>전동킥보드,국내>아시아지역>대한민국,237
KATS-RECALL-0238,recall,ACAdapter,EADP-16CBG,한국엡손(주),HU10104-8212A,제조불량 | 자발적리콜,교환,2020-02-18,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),Epson,판매,정보통신사무기기>직류전원장치>직류전원장치,국외>아시아지역>일본,238
KATS-RECALL-0239,recall,롤러스포츠보호장구,YD-0135,레보스타,B241R085-6002,열상 | 명령에따른리콜,교환수거,2020-02-07,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>롤러스포츠보호장구>롤러스포츠보호장구,국외>아시아지역>중국,239
KATS-RECALL-0240,recall,롤러스포츠보호장구,LIFEOFGRACE,(주)지티지엔터프라이즈,B241R010-18001,열상 | 명령에따른리콜,교환수거,2020-02-10,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,수입,생활용품>롤러스포츠보호장구>롤러스포츠보호장구,국내>아시아지역>대한민국,240
KATS-RECALL-0241,recall,전기요,HG-A301HG-A302HG-B303HG-B304,(주)대호플러스,HH071508-14007,화재및화상 | 명령에따른리콜,교환수거,2020-02-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,전기기기>전기담요및매트전기침대>전기요,국내>아시아지역>대한민국,241
KATS-RECALL-0242,recall,전기요,DB-1505S,동부이지텍,HH071687-15002,화재및화상 | 명령에따른리콜,교환수거,2020-02-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,전기기기>전기담요및매트전기침대>전기요,국내>아시아지역>대한민국,242
KATS-RECALL-0243,recall,전기매트,KLB-300,대상의료기,HH071179-13014B,화재및화상 | 명령에따른리콜,교환수거,2020-02-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,전기기기>전기담요및매트전기침대>전기매트,국내>아시아지역>대한민국,243
KATS-RECALL-0244,recall,전기장판,CS-1800(HI-2001),㈜한일,HC07149-15005,화재및화상 | 명령에따른리콜,교환수거,2020-02-04,KATS public data: domestic product safety recall information (https://www.data.go.kr/data/15040696/fileData.do),,제조,전기기기>전기담요및매트전기침대>전기장판,국내>아시아지역>대한민국,244
